!
!Date: 10/18/2016
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Interactor	Interactor Systematic Name	Interactor	Interactor Systematic Name	Type	Assay	Annotation	Action	Modification	Phenotype	Source	Reference	Note
BNI1	YNL271C	DYN1	YKR054C	Genetic	Synthetic Lethality	high-throughput	Hit		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2001) PMID:11743205	
BNI1	YNL271C	DYN1	YKR054C	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	
BNI1	YNL271C	DYN1	YKR054C	Genetic	Synthetic Lethality	high-throughput	Hit		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	
BNI1	YNL271C	DYN1	YKR054C	Genetic	Synthetic Lethality	manually curated	Hit		inviable Mutant Type: unspecified	BioGRID	Lee L, et al. (1999) PMID:10085293	
BNI1	YNL271C	DYN1	YKR054C	Genetic	Synthetic Lethality	manually curated	Bait		inviable Mutant Type: unspecified	BioGRID	Miller RK, et al. (1999) PMID:10085294	
BNI1	YNL271C	DYN1	YKR054C	Genetic	Negative Genetic	high-throughput	Bait			BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BNI1	YNL271C	DYN1	YKR054C	Genetic	Synthetic Growth Defect	manually curated	Hit		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Liu W, et al. (2012) PMID:22160598	
BNI1	YNL271C	DYN1	YKR054C	Physical	Two-hybrid	high-throughput	Hit	No Modification		BioGRID	Zhang H, et al. (2009) PMID:19591838	Coiled-coil domains only
BNI1	YNL271C	DYN1	YKR054C	Physical	Two-hybrid	high-throughput	Hit	No Modification		BioGRID	Wang Y, et al. (2012) PMID:22875988	Interaction between cloned coiled-coil domains
BNI1	YNL271C	DYN2	YDR424C	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2001) PMID:11743205	
BNI1	YNL271C	DYN2	YDR424C	Genetic	Synthetic Lethality	high-throughput	Hit		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2001) PMID:11743205	
BNI1	YNL271C	DYN2	YDR424C	Genetic	Synthetic Lethality	high-throughput	Hit		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	
BNI1	YNL271C	DYN2	YDR424C	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	DYN2	YDR424C	Genetic	Synthetic Growth Defect	high-throughput	Bait		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	
BNI1	YNL271C	DYN3	YMR299C	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2001) PMID:11743205	
BNI1	YNL271C	DYN3	YMR299C	Genetic	Synthetic Lethality	high-throughput	Hit		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2001) PMID:11743205	
BNI1	YNL271C	DYN3	YMR299C	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	
BNI1	YNL271C	DYN3	YMR299C	Genetic	Negative Genetic	high-throughput	Bait			BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BNI1	YNL271C	DYN3	YMR299C	Genetic	Synthetic Growth Defect	high-throughput	Hit		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	
BNI1	YNL271C	ECM33	YBR078W	Genetic	Negative Genetic	high-throughput	Bait			BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BNI1	YNL271C	ECM8	YBR076W	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	EDE1	YBL047C	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	ELM1	YKL048C	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2001) PMID:11743205	
BNI1	YNL271C	ELM1	YKL048C	Genetic	Synthetic Growth Defect	manually curated	Bait		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Buttery SM, et al. (2012) PMID:22918953	inviable at 35 deg C
BNI1	YNL271C	ELM1	YKL048C	Genetic	Phenotypic Enhancement	manually curated	Bait			BioGRID	Buttery SM, et al. (2012) PMID:22918953	bni1-1 allele; actin cable assembly defective in double mutants
BNI1	YNL271C	ELM1	YKL048C	Genetic	Synthetic Growth Defect	high-throughput	Bait		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	genetic complex|triple mutants show a synthetic growth defect compared to a BNI1/KRE1 double mutant
BNI1	YNL271C	ELP2	YGR200C	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2001) PMID:11743205	
BNI1	YNL271C	ELP2	YGR200C	Genetic	Negative Genetic	high-throughput	Bait			BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BNI1	YNL271C	ELP2	YGR200C	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	
BNI1	YNL271C	ELP3	YPL086C	Genetic	Synthetic Growth Defect	high-throughput	Hit		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Dixon SJ, et al. (2008) PMID:18931302	EMAP
BNI1	YNL271C	ELP3	YPL086C	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2001) PMID:11743205	
BNI1	YNL271C	ELP3	YPL086C	Genetic	Negative Genetic	high-throughput	Bait			BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BNI1	YNL271C	ELP3	YPL086C	Genetic	Synthetic Growth Defect	high-throughput	Bait		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	
BNI1	YNL271C	ELP4	YPL101W	Genetic	Synthetic Growth Defect	high-throughput	Hit		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Dixon SJ, et al. (2008) PMID:18931302	EMAP
BNI1	YNL271C	ELP4	YPL101W	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	
BNI1	YNL271C	ELP4	YPL101W	Genetic	Negative Genetic	high-throughput	Bait			BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BNI1	YNL271C	ELP6	YMR312W	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	
BNI1	YNL271C	ELP6	YMR312W	Genetic	Negative Genetic	high-throughput	Bait			BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BNI1	YNL271C	EMI1	YDR512C	Genetic	Negative Genetic	high-throughput	Bait			BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BNI1	YNL271C	EMI1	YDR512C	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	EMI2	YDR516C	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	EOS1	YNL080C	Genetic	Negative Genetic	high-throughput	Bait			BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BNI1	YNL271C	EOS1	YNL080C	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	ERG1	YGR175C	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Davierwala AP, et al. (2005) PMID:16155567	SGA screen
BNI1	YNL271C	ERG2	YMR202W	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	genetic complex|triple mutants show synthetic lethality compared to a BNI1/KRE1 double mutant
BNI1	YNL271C	ERG2	YMR202W	Genetic	Synthetic Growth Defect	high-throughput	Bait		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	
BNI1	YNL271C	ERG3	YLR056W	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	genetic complex|triple mutants show synthetic lethality compared to a BNI1/KRE1 double mutant
BNI1	YNL271C	ERG3	YLR056W	Genetic	Synthetic Growth Defect	high-throughput	Bait		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	
BNI1	YNL271C	ERG5	YMR015C	Genetic	Synthetic Growth Defect	high-throughput	Bait		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	genetic complex|triple mutants show a synthetic growth defect compared to a BNI1/KRE1 double mutant
BNI1	YNL271C	ERV2	YPR037C	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	FAA1	YOR317W	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	FAB1	YFR019W	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2001) PMID:11743205	
BNI1	YNL271C	FAB1	YFR019W	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	
BNI1	YNL271C	FAL1	YDR021W	Physical	Affinity Capture-MS	high-throughput	Hit	No Modification		BioGRID	Gavin AC, et al. (2002) PMID:11805826	
BNI1	YNL271C	FIS1	YIL065C	Genetic	Negative Genetic	high-throughput	Bait			BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BNI1	YNL271C	FKS1	YLR342W	Genetic	Synthetic Growth Defect	high-throughput	Hit		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	
BNI1	YNL271C	FKS1	YLR342W	Genetic	Synthetic Lethality	high-throughput	Hit		inviable Mutant Type: unspecified	BioGRID	Lesage G, et al. (2004) PMID:15166135	SGA screen confirmed by RSA
BNI1	YNL271C	FUS1	YCL027W	Physical	Two-hybrid	manually curated	Bait	No Modification		BioGRID	Nelson B, et al. (2004) PMID:15020407	
BNI1	YNL271C	FUS1	YCL027W	Physical	Two-hybrid	high-throughput	Hit	No Modification		BioGRID	Tong AH, et al. (2002) PMID:11743162	
BNI1	YNL271C	FUS3	YBL016W	Genetic	Dosage Rescue	manually curated	Hit		vegetative growth: normal Mutant Type: unspecified	BioGRID	Matheos D, et al. (2004) PMID:15067022	
BNI1	YNL271C	FUS3	YBL016W	Physical	Biochemical Activity	manually curated	Hit	Phosphorylation		BioGRID	Matheos D, et al. (2004) PMID:15067022	
BNI1	YNL271C	GAL83	YER027C	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	GCS1	YDL226C	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	GIC1	YHR061C	Genetic	Dosage Rescue	manually curated	Hit		vegetative growth: normal Mutant Type: unspecified	BioGRID	Gandhi M, et al. (2006) PMID:16816427	rescue of gic1 gic2 double mutant
BNI1	YNL271C	GIC2	YDR309C	Genetic	Synthetic Lethality	manually curated	Hit		inviable Mutant Type: unspecified	BioGRID	Jaquenoud M and Peter M (2000) PMID:10938101	
BNI1	YNL271C	GIC2	YDR309C	Genetic	Dosage Rescue	manually curated	Hit		vegetative growth: normal Mutant Type: unspecified	BioGRID	Gandhi M, et al. (2006) PMID:16816427	rescue of gic1 gic2 double mutant
BNI1	YNL271C	GIC2	YDR309C	Physical	Affinity Capture-Western	manually curated	Bait	No Modification		BioGRID	Chen H, et al. (2012) PMID:22918946	
BNI1	YNL271C	GIM3	YNL153C	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	GIN4	YDR507C	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2001) PMID:11743205	
BNI1	YNL271C	GIN4	YDR507C	Genetic	Synthetic Growth Defect	manually curated	Bait		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Buttery SM, et al. (2012) PMID:22918953	inviable at 35 deg C
BNI1	YNL271C	GIN4	YDR507C	Genetic	Phenotypic Enhancement	manually curated	Bait			BioGRID	Buttery SM, et al. (2012) PMID:22918953	bni1-1 allele; actin cable assembly defective in double mutants
BNI1	YNL271C	GIN4	YDR507C	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	
BNI1	YNL271C	GLK1	YCL040W	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	GLR1	YPL091W	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	GRC3	YLL035W	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Davierwala AP, et al. (2005) PMID:16155567	SGA screen
BNI1	YNL271C	GRX2	YDR513W	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	GTR1	YML121W	Genetic	Synthetic Growth Defect	high-throughput	Bait		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	genetic complex|triple mutants show a synthetic growth defect compared to a BNI1/KRE1 double mutant
BNI1	YNL271C	GVP36	YIL041W	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	HCM1	YCR065W	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	HDA1	YNL021W	Genetic	Synthetic Growth Defect	high-throughput	Bait		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Dixon SJ, et al. (2008) PMID:18931302	EMAP
BNI1	YNL271C	HDA2	YDR295C	Physical	Two-hybrid	high-throughput	Hit	No Modification		BioGRID	Wang Y, et al. (2012) PMID:22875988	Interaction between cloned coiled-coil domains
BNI1	YNL271C	HEM15	YOR176W	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	HHT1	YBR010W	Physical	Affinity Capture-MS	high-throughput	Hit	No Modification		BioGRID	Gilmore JM, et al. (2012) PMID:22199229	hit proteins identified by MudPIT analysis
BNI1	YNL271C	HHT2	YNL031C	Physical	Affinity Capture-MS	high-throughput	Hit	No Modification		BioGRID	Gilmore JM, et al. (2012) PMID:22199229	hit proteins identified by MudPIT analysis
BNI1	YNL271C	HIS4	YCL030C	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	HLR1	YDR528W	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	HMT1	YBR034C	Genetic	Negative Genetic	high-throughput	Hit			BioGRID	Milliman EJ, et al. (2012) PMID:22953000	A Synthetic Genetic Array (SGA) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if the double mutant showed a growth difference of 50% or more relative to the control, and the p-value was < or = 0.001.  The growth difference ranges from +1 for positive (growth enhancing) genetic interactions  to -1 for negative (lethal or growth inhibitory) genetic interactions.
BNI1	YNL271C	HMT1	YBR034C	Physical	Affinity Capture-MS	high-throughput	Hit	No Modification		BioGRID	Jackson CA, et al. (2012) PMID:22997150	
BNI1	YNL271C	HNT3	YOR258W	Genetic	Phenotypic Enhancement	manually curated	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	
BNI1	YNL271C	HOC1	YJR075W	Genetic	Positive Genetic	high-throughput	Bait			BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BNI1	YNL271C	HOF1	YMR032W	Genetic	Synthetic Lethality	manually curated	Hit		inviable Mutant Type: unspecified	BioGRID	Graziano BR, et al. (2014) PMID:24719456	Figure S2|hof1-deltaCT
BNI1	YNL271C	HOF1	YMR032W	Physical	Two-hybrid	manually curated	Bait	No Modification		BioGRID	Kamei T, et al. (1998) PMID:9774458	
BNI1	YNL271C	HSC82	YMR186W	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	HSP104	YLL026W	Physical	Co-localization	manually curated	Bait	No Modification		BioGRID	Liu B, et al. (2010) PMID:20141839	Interaction shown by a proximity ligation assay (PLA)
BNI1	YNL271C	HSP12	YFL014W	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	HSP26	YBR072W	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	HSP42	YDR171W	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	HUG1	YML058W-A	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	HYP2	YEL034W	Genetic	Dosage Rescue	manually curated	Hit		vegetative growth: normal Mutant Type: unspecified	BioGRID	Zanelli CF and Valentini SR (2005) PMID:16157662	
BNI1	YNL271C	HYP2	YEL034W	Genetic	Phenotypic Suppression	manually curated	Hit			BioGRID	Li T, et al. (2014) PMID:24923804	BNI1 overexpression partially restores shmoo formation defect of tif51A-1 or tif51A-3 mutant|figure 7c
BNI1	YNL271C	ICE2	YIL090W	Genetic	Synthetic Growth Defect	manually curated	Hit		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Loewen CJ, et al. (2007) PMID:17984322	
BNI1	YNL271C	IDH1	YNL037C	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	IDH2	YOR136W	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	IKI3	YLR384C	Genetic	Synthetic Growth Defect	high-throughput	Bait		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Dixon SJ, et al. (2008) PMID:18931302	EMAP
BNI1	YNL271C	IKI3	YLR384C	Genetic	Negative Genetic	high-throughput	Bait			BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BNI1	YNL271C	IKI3	YLR384C	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	BNI1/BIM1/IKI3 and BNI/BIM1/CHS7 triple mutants show synthetic lethality not seen in a BNI1/BIM1 double mutant|genetic complex
BNI1	YNL271C	IML3	YBR107C	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	INO2	YDR123C	Genetic	Negative Genetic	high-throughput	Bait			BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BNI1	YNL271C	INO2	YDR123C	Genetic	Synthetic Growth Defect	high-throughput	Bait		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	BNI1/BIM1/INO2 and BNI/BIM1/RPN10 triple mutants show synthetic growth defects compared to a BNI1/BIM1 double mutant|genetic complex
BNI1	YNL271C	INP53	YOR109W	Genetic	Synthetic Growth Defect	high-throughput	Bait		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	genetic complex|triple mutants show a synthetic growth defect compared to a BNI1/KRE1 double mutant
